ECO_Code,Name,Moves,Short_Name,Ref_Link
E41,Nimzo-Indian,1 d4 Nf6 2 c4 e6 3 Nc3 Bb4 4 e3 c5,Nimzo-Indian,https://www.chess.com/openings/Nimzo-Indian-Defense
E42,"Nimzo-Indian, 4.e3 c5, 5.Ne2 (Rubinstein)",1 d4 Nf6 2 c4 e6 3 Nc3 Bb4 4 e3 c5 5 Ne2,Nimzo-Indian,https://www.chess.com/openings/Nimzo-Indian-Defense
E43,"Nimzo-Indian, Fischer Variation",1 d4 Nf6 2 c4 e6 3 Nc3 Bb4 4 e3 b6,Nimzo-Indian,https://www.chess.com/openings/Nimzo-Indian-Defense
E44,"Nimzo-Indian, Fischer Variation, 5.Ne2",1 d4 Nf6 2 c4 e6 3 Nc3 Bb4 4 e3 b6 5 Ne2,Nimzo-Indian,https://www.chess.com/openings/Nimzo-Indian-Defense
E45,"Nimzo-Indian, 4.e3, Bronstein (Byrne) Variation",1 d4 Nf6 2 c4 e6 3 Nc3 Bb4 4 e3 b6 5 Ne2 Ba6,Nimzo-Indian,https://www.chess.com/openings/Nimzo-Indian-Defense
E46,Nimzo-Indian,1 d4 Nf6 2 c4 e6 3 Nc3 Bb4 4 e3 O-O,Nimzo-Indian,https://www.chess.com/openings/Nimzo-Indian-Defense
E47,"Nimzo-Indian, 4.e3 O-O 5.Bd3",1 d4 Nf6 2 c4 e6 3 Nc3 Bb4 4 e3 O-O 5 Bd3,Nimzo-Indian,https://www.chess.com/openings/Nimzo-Indian-Defense
E48,"Nimzo-Indian, 4.e3 O-O 5.Bd3 d5",1 d4 Nf6 2 c4 e6 3 Nc3 Bb4 4 e3 O-O 5 Bd3 d5,Nimzo-Indian,https://www.chess.com/openings/Nimzo-Indian-Defense
E49,"Nimzo-Indian, 4.e3, Botvinnik System",1 d4 Nf6 2 c4 e6 3 Nc3 Bb4 4 e3 O-O 5 Bd3 d5 6 a3 Bxc3+ 7 bxc3,Nimzo-Indian,https://www.chess.com/openings/Nimzo-Indian-Defense
E50,"Nimzo-Indian, 4.e3 O-O 5.Nf3, without ...d5",1 d4 Nf6 2 c4 e6 3 Nc3 Bb4 4 e3 O-O 5 Nf3,Nimzo-Indian,https://www.chess.com/openings/Nimzo-Indian-Defense
E51,"Nimzo-Indian, 4.e3",1 d4 Nf6 2 c4 e6 3 Nc3 Bb4 4 e3 O-O 5 Nf3 d5,Nimzo-Indian,https://www.chess.com/openings/Nimzo-Indian-Defense
E52,"Nimzo-Indian, 4.e3, Main line with ...b6",1 d4 Nf6 2 c4 e6 3 Nc3 Bb4 4 e3 O-O 5 Nf3 d5 6 Bd3 b6,Nimzo-Indian,https://www.chess.com/openings/Nimzo-Indian-Defense
E53,"Nimzo-Indian, 4.e3",1 d4 Nf6 2 c4 e6 3 Nc3 Bb4 4 e3 O-O 5 Nf3 d5 6 Bd3 c5,Nimzo-Indian,https://www.chess.com/openings/Nimzo-Indian-Defense
E54,"Nimzo-Indian, 4.e3, Gligoric System",1 d4 Nf6 2 c4 e6 3 Nc3 Bb4 4 e3 O-O 5 Nf3 d5 6 Bd3 c5 7 O-O dxc4 8 Bxc4,Nimzo-Indian,https://www.chess.com/openings/Nimzo-Indian-Defense
E55,"Nimzo-Indian, 4.e3, Gligoric System, Bronstein Variation",1 d4 Nf6 2 c4 e6 3 Nc3 Bb4 4 e3 O-O 5 Nf3 d5 6 Bd3 c5 7 O-O dxc4 8 Bxc4 Nbd7,Nimzo-Indian,https://www.chess.com/openings/Nimzo-Indian-Defense
E56,"Nimzo-Indian, 4.e3, Main line with 7...Nc6",1 d4 Nf6 2 c4 e6 3 Nc3 Bb4 4 e3 O-O 5 Nf3 d5 6 Bd3 c5 7 O-O Nc6,Nimzo-Indian,https://www.chess.com/openings/Nimzo-Indian-Defense
E57,"Nimzo-Indian, 4.e3, Main line with 8...dc and 9...cd",1 d4 Nf6 2 c4 e6 3 Nc3 Bb4 4 e3 O-O 5 Nf3 d5 6 Bd3 c5 7 O-O Nc6 8 a3 dxc4 9 Bxc4,Nimzo-Indian,https://www.chess.com/openings/Nimzo-Indian-Defense
E58,"Nimzo-Indian, 4.e3, Main line with 8...Bxc3",1 d4 Nf6 2 c4 e6 3 Nc3 Bb4 4 e3 O-O 5 Nf3 d5 6 Bd3 c5 7 O-O Nc6 8 a3 Bxc3 9 bxc3,Nimzo-Indian,https://www.chess.com/openings/Nimzo-Indian-Defense
E59,"Nimzo-Indian, 4.e3, Main line",1 d4 Nf6 2 c4 e6 3 Nc3 Bb4 4 e3 O-O 5 Nf3 d5 6 Bd3 c5 7 O-O Nc6 8 a3 Bxc3 9 bxc3 dxc4 10 Bxc4,Nimzo-Indian,https://www.chess.com/openings/Nimzo-Indian-Defense
E60,King's Indian Defense,1 d4 Nf6 2 c4 g6,King's Indian Defense,https://www.chess.com/openings/Kings-Indian-Defense
E61,King's Indian,1 d4 Nf6 2 c4 g6 3 Nc3,King's Indian Defense,https://www.chess.com/openings/Kings-Indian-Defense
E62,"King's Indian, Fianchetto",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 Nf3 d6 5 g3,King's Indian Defense: Fianchetto,https://www.chess.com/openings/Kings-Indian-Defense-Normal-Fianchetto-Variation
E63,"King's Indian, Fianchetto, Panno Variation",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 Nf3 d6 5 g3 O-O 6 Bg2 Nc6 7 O-O a6,King's Indian Defense: Fianchetto,https://www.chess.com/openings/Kings-Indian-Defense-Normal-Fianchetto-Variation
E64,"King's Indian, Fianchetto, Yugoslav System",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 Nf3 d6 5 g3 O-O 6 Bg2 c5,King's Indian Defense: Fianchetto,https://www.chess.com/openings/Kings-Indian-Defense-Normal-Fianchetto-Variation
E65,"King's Indian, Fianchetto, Yugoslav, 7.O-O",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 Nf3 d6 5 g3 O-O 6 Bg2 c5 7 O-O,King's Indian Defense: Fianchetto,https://www.chess.com/openings/Kings-Indian-Defense-Normal-Fianchetto-Variation
E66,"King's Indian, Fianchetto, Yugoslav Panno",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 Nf3 d6 5 g3 O-O 6 Bg2 c5 7 O-O Nc6 8 d5,King's Indian Defense: Fianchetto,https://www.chess.com/openings/Kings-Indian-Defense-Normal-Fianchetto-Variation
E67,"King's Indian, Fianchetto",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 Nf3 d6 5 g3 O-O 6 Bg2 Nbd7,King's Indian Defense: Fianchetto,https://www.chess.com/openings/Kings-Indian-Defense-Normal-Fianchetto-Variation
E68,"King's Indian, Fianchetto, Classical Variation, 8.e4",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 Nf3 d6 5 g3 O-O 6 Bg2 Nbd7 7 O-O e5 8 e4,King's Indian Defense: Fianchetto,https://www.chess.com/openings/Kings-Indian-Defense-Normal-Fianchetto-Variation
E69,"King's Indian, Fianchetto, Classical Main line",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 Nf3 d6 5 g3 O-O 6 Bg2 Nbd7 7 O-O e5 8 e4 c6 9 h3,King's Indian Defense: Fianchetto,https://www.chess.com/openings/Kings-Indian-Defense-Normal-Fianchetto-Variation
E70,King's Indian,1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4,King's Indian Defense,https://www.chess.com/openings/Kings-Indian-Defense
E71,"King's Indian, Makagonov System (5.h3)",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 h3,King's Indian Defense,https://www.chess.com/openings/Kings-Indian-Defense
E72,King's Indian,1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 g3,King's Indian Defense,https://www.chess.com/openings/Kings-Indian-Defense
E73,King's Indian,1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 Be2,King's Indian Defense,https://www.chess.com/openings/Kings-Indian-Defense
E74,"King's Indian, Averbakh, 6...c5",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 Be2 O-O 6 Bg5 c5,King's Indian Defense,https://www.chess.com/openings/Kings-Indian-Defense
E75,"King's Indian, Averbakh, Main line",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 Be2 O-O 6 Bg5 c5 7 d5 e6,King's Indian Defense,https://www.chess.com/openings/Kings-Indian-Defense
E76,"King's Indian, Four Pawns Attack",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 f4,King's Indian Defense: Four Pawns Attack,https://www.chess.com/openings/Kings-Indian-Defense-Four-Pawns-Attack
E77,King's Indian,1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 f4 O-O 6 Be2,King's Indian Defense: Four Pawns Attack,https://www.chess.com/openings/Kings-Indian-Defense-Four-Pawns-Attack
E78,"King's Indian, Four Pawns Attack, with Be2 and Nf3",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 f4 O-O 6 Be2 c5 7 Nf3,King's Indian Defense: Four Pawns Attack,https://www.chess.com/openings/Kings-Indian-Defense-Four-Pawns-Attack
E79,"King's Indian, Four Pawns Attack, Main line",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 f4 O-O 6 Be2 c5 7 Nf3 cxd4 8 Nxd4 Nc6 9 Be3,King's Indian Defense: Four Pawns Attack,https://www.chess.com/openings/Kings-Indian-Defense-Four-Pawns-Attack
E80,"King's Indian, Samisch Variation",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 f3,King's Indian Defense: Samisch,https://www.chess.com/openings/Kings-Indian-Defense-Samisch-Variation
E81,"King's Indian, Samisch",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 f3 O-O,King's Indian Defense: Samisch,https://www.chess.com/openings/Kings-Indian-Defense-Samisch-Variation
E82,"King's Indian, Samisch, double Fianchetto Variation",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 f3 O-O 6 Be3 b6,King's Indian Defense: Samisch,https://www.chess.com/openings/Kings-Indian-Defense-Samisch-Variation
E83,"King's Indian, Samisch",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 f3 O-O 6 Be3 Nc6,King's Indian Defense: Samisch,https://www.chess.com/openings/Kings-Indian-Defense-Samisch-Variation
E84,"King's Indian, Samisch, Panno Main line",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 f3 O-O 6 Be3 Nc6 7 Nge2 a6 8 Qd2 Rb8,King's Indian Defense: Samisch,https://www.chess.com/openings/Kings-Indian-Defense-Samisch-Variation
E85,"King's Indian, Samisch, Orthodox Variation",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 f3 O-O 6 Be3 e5,King's Indian Defense: Samisch,https://www.chess.com/openings/Kings-Indian-Defense-Samisch-Variation
E86,"King's Indian, Samisch, Orthodox, 7.Nge2 c6",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 f3 O-O 6 Be3 e5 7 Nge2 c6,King's Indian Defense: Samisch,https://www.chess.com/openings/Kings-Indian-Defense-Samisch-Variation
E87,"King's Indian, Samisch, Orthodox",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 f3 O-O 6 Be3 e5 7 d5,King's Indian Defense: Samisch,https://www.chess.com/openings/Kings-Indian-Defense-Samisch-Variation
E88,"King's Indian, Samisch, Orthodox, 7.d5 c6",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 f3 O-O 6 Be3 e5 7 d5 c6,King's Indian Defense: Samisch,https://www.chess.com/openings/Kings-Indian-Defense-Samisch-Variation
E89,"King's Indian, Samisch, Orthodox Main line",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 f3 O-O 6 Be3 e5 7 d5 c6 8 Nge2 cxd5,King's Indian Defense: Samisch,https://www.chess.com/openings/Kings-Indian-Defense-Samisch-Variation
E90,King's Indian,1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 Nf3,King's Indian Defense,https://www.chess.com/openings/Kings-Indian-Defense
E91,King's Indian,1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 Nf3 O-O 6 Be2,King's Indian Defense,https://www.chess.com/openings/Kings-Indian-Defense
E92,King's Indian,1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 Nf3 O-O 6 Be2 e5,King's Indian Defense,https://www.chess.com/openings/Kings-Indian-Defense
E93,"King's Indian, Petrosian System",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 Nf3 O-O 6 Be2 e5 7 d5 Nbd7,King's Indian Defense,https://www.chess.com/openings/Kings-Indian-Defense
E94,"King's Indian, Orthodox",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 Nf3 O-O 6 Be2 e5 7 O-O,King's Indian Defense: Orthodox,https://www.chess.com/openings/Kings-Indian-Defense-Orthodox-Variation
E95,"King's Indian, Orthodox, 7...Nbd7, 8.Re1",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 Nf3 O-O 6 Be2 e5 7 O-O Nbd7 8 Re1,King's Indian Defense: Orthodox,https://www.chess.com/openings/Kings-Indian-Defense-Orthodox-Variation
E96,"King's Indian, Orthodox, 7...Nbd7, Main line",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 Nf3 O-O 6 Be2 e5 7 O-O Nbd7 8 Re1 c6 9 Bf1 a5,King's Indian Defense: Orthodox,https://www.chess.com/openings/Kings-Indian-Defense-Orthodox-Variation
E97,King's Indian,1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 Nf3 O-O 6 Be2 e5 7 O-O Nc6,King's Indian Defense: Orthodox,https://www.chess.com/openings/Kings-Indian-Defense-Orthodox-Variation
E98,"King's Indian, Orthodox, Taimanov, 9.Ne1",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 Nf3 O-O 6 Be2 e5 7 O-O Nc6 8 d5 Ne7 9 Ne1,King's Indian Defense: Orthodox,https://www.chess.com/openings/Kings-Indian-Defense-Orthodox-Variation
E99,"King's Indian, Orthodox, Taimanov",1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 Nf3 O-O 6 Be2 e5 7 O-O Nc6 8 d5 Ne7 9 Ne1 Nd7 10 f3 f5,King's Indian Defense: Orthodox,https://www.chess.com/openings/Kings-Indian-Defense-Orthodox-Variation
